path,category,bytes,source_sha256,published_sha256
Codes/analysis/transport_event_state.py,code,9896,38d5da8bf03de08ab7c9f76a8ae9abdc3c43c92595323b356d4b6d30012c3ffb,38d5da8bf03de08ab7c9f76a8ae9abdc3c43c92595323b356d4b6d30012c3ffb
Codes/analysis/transport_shapley.py,code,3337,17bb969f656364d8fe0624faf8c5ca4acdee941bc7bb4245ef9f01287a1fec79,17bb969f656364d8fe0624faf8c5ca4acdee941bc7bb4245ef9f01287a1fec79
Codes/analysis/validate_transport_d_paths_independent.py,code,16792,5563a607fcf652be2a96a410e11bb505471ff1b578d6aa4e85864d0cd653a781,5563a607fcf652be2a96a410e11bb505471ff1b578d6aa4e85864d0cd653a781
Codes/audit/audit_transport_d_event_state_reproduction.py,frozen_input_or_support,6899,42ceaa0c8ef91ded8cc0d2f0d4e18a3f3eae8c0bd58fc91131f1d710bad9a47e,42ceaa0c8ef91ded8cc0d2f0d4e18a3f3eae8c0bd58fc91131f1d710bad9a47e
Codes/audit/test_transport_accessibility_fixtures.py,frozen_input_or_support,4597,94ab38ee14e5c663feab14cb4f8b3596a91a2a687215b5171556bf78a833ab20,94ab38ee14e5c663feab14cb4f8b3596a91a2a687215b5171556bf78a833ab20
Codes/audit/test_transport_shapley_fixtures.py,frozen_input_or_support,5857,68ba1777c5a92a75c8379b047b3112cf0b548957c15306d845bb63d331ac1572,68ba1777c5a92a75c8379b047b3112cf0b548957c15306d845bb63d331ac1572
Codes/config/study_area.json,configuration,585,19fc38d3af23af5ecb5dee3bba9d5c0c510b027e1e046c68d68e52568bf4ea5e,19fc38d3af23af5ecb5dee3bba9d5c0c510b027e1e046c68d68e52568bf4ea5e
Codes/config/transport_d_1km_aggregation_sensitivity.json,configuration,859,24a957028b4d3afde6ee5117c627d32c159ac28ddb08c91ca51d4ebed0d61b61,24a957028b4d3afde6ee5117c627d32c159ac28ddb08c91ca51d4ebed0d61b61
Codes/config/transport_d_accessibility_run.json,configuration,1498,74c815bd9c847312e9ced38985dbe06d734fb8ae7713b2a28b180c39695f1993,74c815bd9c847312e9ced38985dbe06d734fb8ae7713b2a28b180c39695f1993
Codes/config/transport_d_accessibility_run_20260826_r1.json,configuration,1498,74c815bd9c847312e9ced38985dbe06d734fb8ae7713b2a28b180c39695f1993,74c815bd9c847312e9ced38985dbe06d734fb8ae7713b2a28b180c39695f1993
Codes/config/transport_d_annual_topology.json,configuration,7196,614ee7bbec77958c664c573c3b66e28e56ff5c362ebedb8f31c65074165a84cc,614ee7bbec77958c664c573c3b66e28e56ff5c362ebedb8f31c65074165a84cc
Codes/config/transport_d_annual_topology_20260826_r1.json,configuration,7196,614ee7bbec77958c664c573c3b66e28e56ff5c362ebedb8f31c65074165a84cc,614ee7bbec77958c664c573c3b66e28e56ff5c362ebedb8f31c65074165a84cc
Codes/config/transport_d_event_packages.json,configuration,9208,98fcac05d95f6f5d7af12b72e2db9a7c4c075de2979d040c46d7e9080071f2ae,98fcac05d95f6f5d7af12b72e2db9a7c4c075de2979d040c46d7e9080071f2ae
Codes/config/transport_d_event_packages_20260826_r2.json,configuration,9208,98fcac05d95f6f5d7af12b72e2db9a7c4c075de2979d040c46d7e9080071f2ae,98fcac05d95f6f5d7af12b72e2db9a7c4c075de2979d040c46d7e9080071f2ae
Codes/config/transport_d_independent_path_validation.json,configuration,1121,15ad6ef56d0a6396eb792416f718ff743bc16ce4f51a47e6247117e2fdde6007,15ad6ef56d0a6396eb792416f718ff743bc16ce4f51a47e6247117e2fdde6007
Codes/config/transport_d_network_denominator_candidates.json,configuration,26281,e87aabd95f50759afa06a59c91edb61b2b5fcbc9bf8a6f79ea03614455d4845b,e87aabd95f50759afa06a59c91edb61b2b5fcbc9bf8a6f79ea03614455d4845b
Codes/config/transport_d_network_denominator_candidates_20260826_r4.json,configuration,25152,d62fc275f03a3bf76d076db96b9b6085d274c6b55efae7d780813ca78f31fa08,d62fc275f03a3bf76d076db96b9b6085d274c6b55efae7d780813ca78f31fa08
Codes/config/transport_d_network_denominator_candidates_20260826_r5.json,configuration,26281,e87aabd95f50759afa06a59c91edb61b2b5fcbc9bf8a6f79ea03614455d4845b,e87aabd95f50759afa06a59c91edb61b2b5fcbc9bf8a6f79ea03614455d4845b
Codes/config/transport_d_r2_sensitivity_run.json,configuration,806,6203578cb4b1a82e0719ceb9a9081a854274e0cc7a4611537f71acfdb81b4721,6203578cb4b1a82e0719ceb9a9081a854274e0cc7a4611537f71acfdb81b4721
Codes/config/transport_d_r2_sensitivity_run_20260826_r1.json,configuration,806,6203578cb4b1a82e0719ceb9a9081a854274e0cc7a4611537f71acfdb81b4721,6203578cb4b1a82e0719ceb9a9081a854274e0cc7a4611537f71acfdb81b4721
Codes/config/transport_d_r3_sensitivity_run.json,configuration,1253,8da1fb83ce82a8850aae615e585f3abfa2a61d4419e5125e908e9b381ccc29f5,8da1fb83ce82a8850aae615e585f3abfa2a61d4419e5125e908e9b381ccc29f5
Codes/config/transport_d_route_sequence_sources.json,configuration,8492,6842b513b517973017610732c510f00bf289057840df31082de54debdf448aca,6842b513b517973017610732c510f00bf289057840df31082de54debdf448aca
Codes/config/transport_d_route_sequence_sources_20260826_r2.json,configuration,8492,6842b513b517973017610732c510f00bf289057840df31082de54debdf448aca,6842b513b517973017610732c510f00bf289057840df31082de54debdf448aca
Codes/config/transport_pedestrian_graph.json,configuration,2527,6be2609a1fac954ae6a85852c016f49a08c9277a3dcdcadb01aa1099202761cc,6be2609a1fac954ae6a85852c016f49a08c9277a3dcdcadb01aa1099202761cc
Codes/config/transport_pedestrian_graph_20260826_r2.json,configuration,2527,6be2609a1fac954ae6a85852c016f49a08c9277a3dcdcadb01aa1099202761cc,6be2609a1fac954ae6a85852c016f49a08c9277a3dcdcadb01aa1099202761cc
Codes/config/transport_pedestrian_snap_gate.json,configuration,2281,3277fc3d81387d2018162dc85dbea9f96d547a5523551f70ff2bfbfa9144e5b3,3277fc3d81387d2018162dc85dbea9f96d547a5523551f70ff2bfbfa9144e5b3
Codes/config/transport_pedestrian_snap_gate_20260826_r1.json,configuration,2281,3277fc3d81387d2018162dc85dbea9f96d547a5523551f70ff2bfbfa9144e5b3,3277fc3d81387d2018162dc85dbea9f96d547a5523551f70ff2bfbfa9144e5b3
Codes/config/transport_project_attribution_contract.json,configuration,10032,416c394345f6821af01552c96b65676a4de7ec2aee1fe252fb5f1a339e8ebf69,416c394345f6821af01552c96b65676a4de7ec2aee1fe252fb5f1a339e8ebf69
Codes/config/transport_project_attribution_contract_20260826_r4.json,configuration,10032,416c394345f6821af01552c96b65676a4de7ec2aee1fe252fb5f1a339e8ebf69,416c394345f6821af01552c96b65676a4de7ec2aee1fe252fb5f1a339e8ebf69
Codes/config/transport_standardized_impedance.json,configuration,3346,a2eefda15eaa03a078b524d818f80ddc68454ece1ec57cecb744a261ea119b61,a2eefda15eaa03a078b524d818f80ddc68454ece1ec57cecb744a261ea119b61
Codes/config/transport_standardized_impedance_20260826_r1.json,configuration,3346,a2eefda15eaa03a078b524d818f80ddc68454ece1ec57cecb744a261ea119b61,a2eefda15eaa03a078b524d818f80ddc68454ece1ec57cecb744a261ea119b61
Codes/config/transport_study_contract.json,configuration,9695,63a0ea58962278ca808a683bba73b21ccba2b8da07ec972aa3ffdb28e2d2ba83,63a0ea58962278ca808a683bba73b21ccba2b8da07ec972aa3ffdb28e2d2ba83
Codes/config/transport_study_contract_20260826_r5.json,configuration,9463,0e93175b2eebae18da5b5170b4c0f21d74b2379fa2d9c07ac960a82f42dc9e68,0e93175b2eebae18da5b5170b4c0f21d74b2379fa2d9c07ac960a82f42dc9e68
Codes/config/transport_study_contract_20260826_r6.json,configuration,9695,63a0ea58962278ca808a683bba73b21ccba2b8da07ec972aa3ffdb28e2d2ba83,63a0ea58962278ca808a683bba73b21ccba2b8da07ec972aa3ffdb28e2d2ba83
Codes/config/transport_worldpop_2023.json,configuration,1499,101da28cf5ab98f43afee1d467f45b64bdeeced5109afec82391dc54c3fabcf6,101da28cf5ab98f43afee1d467f45b64bdeeced5109afec82391dc54c3fabcf6
Codes/config/transport_worldpop_2023_20260826_r1.json,configuration,1499,101da28cf5ab98f43afee1d467f45b64bdeeced5109afec82391dc54c3fabcf6,101da28cf5ab98f43afee1d467f45b64bdeeced5109afec82391dc54c3fabcf6
Codes/download/download_guangdong_osm_pbf.py,frozen_input_or_support,5359,afd741dbac6406d8c7ac6f709510f433506c81937eded4f92b7a0f7be970aa1c,afd741dbac6406d8c7ac6f709510f433506c81937eded4f92b7a0f7be970aa1c
Codes/download/download_jrc_gsw_occurrence.py,frozen_input_or_support,4407,67972b88022d5255f3e4715f67075a6d30b9b80c1fb1b5675f02d0ca6af11941,67972b88022d5255f3e4715f67075a6d30b9b80c1fb1b5675f02d0ca6af11941
Codes/download/download_transport_d_date_sources.py,code,14648,ea8ae3dee5b7f99fc8ea0136185664f47a0e09071806a6f851bf0a9f762d579e,ea8ae3dee5b7f99fc8ea0136185664f47a0e09071806a6f851bf0a9f762d579e
Codes/download/download_transport_d_event_source_gaoming_postreview.py,code,3366,24595d6be8795fc2b8c61e427acdb3763af6f4e8d16717268696e8ce3a5aa691,24595d6be8795fc2b8c61e427acdb3763af6f4e8d16717268696e8ce3a5aa691
Codes/download/download_transport_d_event_source_postreview.py,code,5856,05dda8e7bf9be1a360487460337de96a62ca0de211fc3f9c10a877753fdd86c5,05dda8e7bf9be1a360487460337de96a62ca0de211fc3f9c10a877753fdd86c5
Codes/download/download_transport_d_event_source_supplement.py,code,6679,d743c011322dd9e864f2bf26310788d4462fceb98424dd1b6da126db1ef7561d,d743c011322dd9e864f2bf26310788d4462fceb98424dd1b6da126db1ef7561d
Codes/download/download_transport_d_route_members.py,code,4600,118149d83b46293be157fb9450cc23d81f63eae66ec12cd49d04f8dbb306af95,118149d83b46293be157fb9450cc23d81f63eae66ec12cd49d04f8dbb306af95
Codes/download/download_transport_denominator_sources.py,code,3926,71220276886b9841c94469831839e35e527ed228545e7ac18ce52b755c0be6a6,71220276886b9841c94469831839e35e527ed228545e7ac18ce52b755c0be6a6
Codes/download/download_transport_gaoming_tram_geometry.py,code,4444,bedb3aaf134a96069ea67467e7c63926e551b4fa7c5a01ec77ca1c86a59927d2,bedb3aaf134a96069ea67467e7c63926e551b4fa7c5a01ec77ca1c86a59927d2
Codes/download/download_transport_hz1_historical_geometry.py,code,4409,825c4e07812b0c8cc602322f8be128acd8212d78c1e217cb54516509b72e2396,825c4e07812b0c8cc602322f8be128acd8212d78c1e217cb54516509b72e2396
Codes/download/overpass_gaoming_tram_geometry.query,code,266,b30d76a12f6256fa2bc74a45b965b4485f22bb414dc5294553cdf33241277f43,b30d76a12f6256fa2bc74a45b965b4485f22bb414dc5294553cdf33241277f43
Codes/download/overpass_gba_passenger_rail_tracks.query,code,163,0ac1d1d4c21cedfbca46554a704c7e2caf3e398466301e5eb640fc8cdbf7ec60,0ac1d1d4c21cedfbca46554a704c7e2caf3e398466301e5eb640fc8cdbf7ec60
Codes/download/overpass_gba_rail_route_relations.query,code,138,d5784bd81875695b0501214afa9053f6fbcff1a19eb366a9af177fd232a931c4,d5784bd81875695b0501214afa9053f6fbcff1a19eb366a9af177fd232a931c4
Codes/download/overpass_gba_rail_stations.query,code,186,39b164dfb35e4d3565cc4f250ca3b6b26a7fd1622197ee554a1d316091b28e10,39b164dfb35e4d3565cc4f250ca3b6b26a7fd1622197ee554a1d316091b28e10
Codes/download/overpass_hz1_20241101_route_members.query,code,93,dae45b7e9c5a2878eb8b2beee748a5fb27941dcca2d77890bd46db208e233e36,dae45b7e9c5a2878eb8b2beee748a5fb27941dcca2d77890bd46db208e233e36
Codes/download/overpass_transport_d_route_members.query,code,409,52bbdea2d143d15ec8e4ba38e12e33ab77f0d043f0382364906557b53231927f,52bbdea2d143d15ec8e4ba38e12e33ab77f0d043f0382364906557b53231927f
Codes/manuscript/replay_transport_d_derived_results.py,frozen_input_or_support,8362,0d64c84fe8510aea1fb8c5d3f3b0055f19b306049098061dca65c4b8c6af4b4b,0d64c84fe8510aea1fb8c5d3f3b0055f19b306049098061dca65c4b8c6af4b4b
Codes/preprocess/build_aoi.py,frozen_input_or_support,2161,73169d6276c46c60b2d028282c00154a89879f4eff67dbd0c402ffdb3b73fcfd,73169d6276c46c60b2d028282c00154a89879f4eff67dbd0c402ffdb3b73fcfd
Codes/preprocess/build_transport_analysis_grid.py,code,14021,af3ce630ec94f367eba606c80a9b2ddeb18e8fd2ac3ee486758d79442d2f69fc,af3ce630ec94f367eba606c80a9b2ddeb18e8fd2ac3ee486758d79442d2f69fc
Codes/preprocess/build_transport_d_annual_topology.py,code,18835,fa5be7b8abb955bf5df718bab41fc9d0f3dce1a27bc1fadb0c5e031e7215d8ff,fa5be7b8abb955bf5df718bab41fc9d0f3dce1a27bc1fadb0c5e031e7215d8ff
Codes/preprocess/build_transport_d_route_sequence_candidates.py,code,20395,40b178d331b5b2ff50863931168c1347e71ea12aa8010217280b04d5de76b3d6,40b178d331b5b2ff50863931168c1347e71ea12aa8010217280b04d5de76b3d6
Codes/preprocess/build_transport_d_standardized_impedance.py,code,7398,49ab2e91029b88d17d99c8d3af87ce1d2d849cd55ab318332b66ee9a39eed706,49ab2e91029b88d17d99c8d3af87ce1d2d849cd55ab318332b66ee9a39eed706
Codes/preprocess/build_transport_d_track_alignment_candidates.py,code,14672,f6e02303d7d49633d4998a36735bfe390b6212ee05dc673430f0cd0443f45854,f6e02303d7d49633d4998a36735bfe390b6212ee05dc673430f0cd0443f45854
Codes/preprocess/build_transport_d_walk_pairs.py,code,11505,b1a60d6863b955768e341227460c47a5ccabc5548512e55021fd8280368a9c2c,b1a60d6863b955768e341227460c47a5ccabc5548512e55021fd8280368a9c2c
Codes/preprocess/build_transport_d_walk_pairs_r3.py,code,12337,0e35f16cf17409dd74c271c17b1300dee9971944a811347f2a3a0f216fdd3eb2,0e35f16cf17409dd74c271c17b1300dee9971944a811347f2a3a0f216fdd3eb2
Codes/preprocess/build_transport_pedestrian_graph.py,code,12917,dfa6bddfd7b89be94971b16e1b4b7dcb72c55bdbc9c23bc6a31cf31cab5a3664,dfa6bddfd7b89be94971b16e1b4b7dcb72c55bdbc9c23bc6a31cf31cab5a3664
Codes/preprocess/build_transport_pedestrian_snaps.py,code,7985,9e0015b5b2e3e70fff042161e97e5f41ff3d1f2fc19b7c9ed366c6f2cb2cde0b,9e0015b5b2e3e70fff042161e97e5f41ff3d1f2fc19b7c9ed366c6f2cb2cde0b
Codes/preprocess/build_transport_station_inventory.py,code,6754,fc84e69294f59459a4347c33ef50331b8ff08cf831f13d8274cf04d36f2d6c53,fc84e69294f59459a4347c33ef50331b8ff08cf831f13d8274cf04d36f2d6c53
Codes/preprocess/build_transport_track_inventory.py,code,4049,3577b9324433d3e3874fd0ebf1684fa1bd21ca14bbb84ac9f3ed06075b762342,3577b9324433d3e3874fd0ebf1684fa1bd21ca14bbb84ac9f3ed06075b762342
Codes/preprocess/build_transport_worldpop_2023.py,code,8337,701bddb7d1e6cd120216653ef113a450a9a25facf57ee9d715bc34b24d826a09,701bddb7d1e6cd120216653ef113a450a9a25facf57ee9d715bc34b24d826a09
Data/interim/aoi/gba_boundary_metadata.json,frozen_input_or_support,541,53d0bb6497e1c4c88f7a7e90bf43c1cbdc890d7b83dc5bba79997e32548e35fc,53d0bb6497e1c4c88f7a7e90bf43c1cbdc890d7b83dc5bba79997e32548e35fc
Data/interim/transport/d_annual_active_passenger_stops.parquet,frozen_routing_input,62240,443f5f857f554b11d6b1f211158c1a8a4b20c9e3fe2c04b5abcb85bf19be17ac,443f5f857f554b11d6b1f211158c1a8a4b20c9e3fe2c04b5abcb85bf19be17ac
Data/interim/transport/d_annual_active_track_edges.parquet,frozen_routing_input,431860,b787da5630db7274fcaa024fac77f391c87a727f8299c470e319b608ccb7829d,b787da5630db7274fcaa024fac77f391c87a727f8299c470e319b608ccb7829d
Data/interim/transport/d_annual_station_connection_pairs.parquet,frozen_routing_input,36749,48d0655cb48f7484fe507a15418a0441251e6b0dc406eeb77629f2ee32582e08,48d0655cb48f7484fe507a15418a0441251e6b0dc406eeb77629f2ee32582e08
Data/interim/transport/d_pedestrian_origin_station_walk.parquet,frozen_routing_input,150791,e879a0401598b3b6d36a768cfa825dc9038dfeacf535de7cedcec410bb28249f,e879a0401598b3b6d36a768cfa825dc9038dfeacf535de7cedcec410bb28249f
Data/interim/transport/d_pedestrian_origin_station_walk_r3.parquet,frozen_routing_input,150768,13540f13632070ff538179dbe5e42eeaf885929e3f975dc84736235e3b579379,13540f13632070ff538179dbe5e42eeaf885929e3f975dc84736235e3b579379
Data/interim/transport/d_pedestrian_station_destination_walk.parquet,frozen_routing_input,66483,b1ec48cd23ed6620403b8e74ceda7c722c8d5fb60752a3a761ab5bcb521bdf43,b1ec48cd23ed6620403b8e74ceda7c722c8d5fb60752a3a761ab5bcb521bdf43
Data/interim/transport/d_pedestrian_station_destination_walk_r3.parquet,frozen_routing_input,67647,f977ed1fc43953f99fff4c5cf4e6af1b704c54ffa9e492836fcd0cfb4bd37706,f977ed1fc43953f99fff4c5cf4e6af1b704c54ffa9e492836fcd0cfb4bd37706
Data/interim/transport/d_route_stop_sequence_candidates.parquet,frozen_routing_input,47012,33e9224eeb3fffde2c75041e7e0d0ef2a6be251ad52ce21df38d9f27566e28f4,33e9224eeb3fffde2c75041e7e0d0ef2a6be251ad52ce21df38d9f27566e28f4
Data/interim/transport/d_route_track_edge_candidates.parquet,frozen_routing_input,415287,5ee6cee2d789d8dc7919661f0442bf43cd2df43f4771689404bf9ea2d91ee7bd,5ee6cee2d789d8dc7919661f0442bf43cd2df43f4771689404bf9ea2d91ee7bd
Data/interim/transport/d_standardized_directional_connections.parquet,frozen_routing_input,30931,cd8b956988814ee158de95bc40f3ba788f56c56ca82f26a3102a7369efc161e0,cd8b956988814ee158de95bc40f3ba788f56c56ca82f26a3102a7369efc161e0
Data/interim/transport/d_standardized_route_year_boarding.parquet,frozen_routing_input,5796,5959d08da94d084bef6ecf6a4126f3f66904ea9c85cf0f9e6fb767ef8bc9f5a0,5959d08da94d084bef6ecf6a4126f3f66904ea9c85cf0f9e6fb767ef8bc9f5a0
Data/interim/transport/d_standardized_track_edge_impedance.parquet,frozen_routing_input,45835,65f4c346660de848bba9a9a95e756b4c57f92b1278bcbdd23c5360651d60b400,65f4c346660de848bba9a9a95e756b4c57f92b1278bcbdd23c5360651d60b400
Data/interim/transport/pedestrian_destination_snaps_worldpop2023.parquet,frozen_routing_input,3499641,4c1ba6782c6c6dd11246f8889a81a0a4fb8c2606ffb4c77f213746ec9486c140,4c1ba6782c6c6dd11246f8889a81a0a4fb8c2606ffb4c77f213746ec9486c140
Data/interim/transport/pedestrian_origin_snaps_500m.parquet,frozen_routing_input,12741306,4afdd1988a39b24a3a550801a2af9f23c5c63329ef8bdafbb61c9552637794dd,4afdd1988a39b24a3a550801a2af9f23c5c63329ef8bdafbb61c9552637794dd
Data/interim/transport/pedestrian_station_snaps.parquet,frozen_routing_input,38350,d325ff5d843dc2833371d669ab2ab96d35e1c8befab3c0c81406fc2cdbc0a99b,d325ff5d843dc2833371d669ab2ab96d35e1c8befab3c0c81406fc2cdbc0a99b
Data/metadata/jrc_gsw_v1_4_occurrence.json,frozen_input_or_support,1324,57cca3495d1a416638aeef7546b1133d9efa843a1a022989181678aa24a80e14,57cca3495d1a416638aeef7546b1133d9efa843a1a022989181678aa24a80e14
Data/metadata/transport/d_date_scope_source_archive.json,metadata,15781,6bd44fc33165457ff5a0ce6d1863a24c1fcf4ae4728f3a6f9f40bd9f2d89e308,6bd44fc33165457ff5a0ce6d1863a24c1fcf4ae4728f3a6f9f40bd9f2d89e308
Data/metadata/transport/d_denominator_source_archive.json,metadata,2527,b65527a55b188a879d5dc52d700c7b530ecd4085ae258d3959338a991cd37b50,b65527a55b188a879d5dc52d700c7b530ecd4085ae258d3959338a991cd37b50
Data/metadata/transport/d_event_source_gaoming_postreview_20260827.json,metadata,1135,07dda31e4a83cab3b5c3eca24f72e1f0dc03e441f277293e361c715c197a636b,07dda31e4a83cab3b5c3eca24f72e1f0dc03e441f277293e361c715c197a636b
Data/metadata/transport/d_event_source_postreview_20260827.json,metadata,4408,ec262269b832760f62e0925375e588f7db941c7c61802651ecd8dadd2fdc6d50,ec262269b832760f62e0925375e588f7db941c7c61802651ecd8dadd2fdc6d50
Data/metadata/transport/d_event_source_supplement_20260826.json,metadata,6868,07848a583a2b53b944cf9dddcc9886a34b1f90ac092d77aafc8e9b26c753a020,07848a583a2b53b944cf9dddcc9886a34b1f90ac092d77aafc8e9b26c753a020
Data/metadata/transport/d_standardized_impedance.json,metadata,1133,b82274dcc4cd84982d62c3267c6d04337092df2f233366265a6edb11c0358e89,b82274dcc4cd84982d62c3267c6d04337092df2f233366265a6edb11c0358e89
Data/metadata/transport/guangdong_geofabrik_20260826.json,metadata,2778,e75f8521c15dca89ba3bb29c3337e7dafcb9420235934304aace1e1eda6bcc35,830d8ba643a4a2394037a566542039e8e68a9b7466921415a8d4d65d8c0b6174
Data/metadata/transport/official_opening_source_ledger_meta.json,metadata,420,9c19ff7442214728603fa5907c502469a2c9bf4c02fcc86c3b678e36e168e94a,9c19ff7442214728603fa5907c502469a2c9bf4c02fcc86c3b678e36e168e94a
Data/metadata/transport/osm_d_route_members_20260826.json,metadata,1328,3dfabfb8652f448388a259119d7b375fa676c9bf2ab18f6dfb899f4796368bbf,3dfabfb8652f448388a259119d7b375fa676c9bf2ab18f6dfb899f4796368bbf
Data/metadata/transport/osm_gaoming_tram_geometry_20260826.json,metadata,987,c0f19911d3521fe0bd8de90d81bd967d083556cc6f2cbe563895bdf90b8322bb,c0f19911d3521fe0bd8de90d81bd967d083556cc6f2cbe563895bdf90b8322bb
Data/metadata/transport/osm_gba_passenger_rail_tracks_20260826.json,metadata,744,2549f0aa9efd405d8004bfeb046dd08b0e3ddb426f29313a2faf5ca42c77307e,2549f0aa9efd405d8004bfeb046dd08b0e3ddb426f29313a2faf5ca42c77307e
Data/metadata/transport/osm_gba_rail_route_relations_20260826.json,metadata,737,782c869ed7548e3e89986aed84a02c8d2578213e5e8b6314284f10421616b24f,782c869ed7548e3e89986aed84a02c8d2578213e5e8b6314284f10421616b24f
Data/metadata/transport/osm_gba_rail_stations_20260826.json,metadata,758,26745eb8e38d6109f042ffc4dfa421672b3ff23a4b9351589e2f1e004c47cc93,26745eb8e38d6109f042ffc4dfa421672b3ff23a4b9351589e2f1e004c47cc93
Data/metadata/transport/osm_hz1_route_members_20241101_20260826.json,metadata,1094,42d5f01815c9b4c0cc8b292ab5402ea1969ed85b0862d03f590aabb0082ed028,42d5f01815c9b4c0cc8b292ab5402ea1969ed85b0862d03f590aabb0082ed028
Data/metadata/transport/transport_analysis_grid.json,metadata,1955,0061bde55819f09a33c242f515c23be2b11dc2339793c2a649ec938dbb46f76c,0061bde55819f09a33c242f515c23be2b11dc2339793c2a649ec938dbb46f76c
Data/metadata/transport/transport_d_walk_pairs.json,metadata,1902,f97a4273122f9c51902da21f83776b50ebc6dce73fe895d8809262d58562feee,f97a4273122f9c51902da21f83776b50ebc6dce73fe895d8809262d58562feee
Data/metadata/transport/transport_d_walk_pairs_r3.json,metadata,1788,72e0cf788e18575860eae43c587a7fb0a374aa863a808217eb093794b1ef8efb,72e0cf788e18575860eae43c587a7fb0a374aa863a808217eb093794b1ef8efb
Data/metadata/transport/transport_pedestrian_graph.json,metadata,1826,bab5ba22b9bc0e8a94838825d190ed9c6b173e0324ceedc32ca27afe5a4829ce,bab5ba22b9bc0e8a94838825d190ed9c6b173e0324ceedc32ca27afe5a4829ce
Data/metadata/transport/transport_pedestrian_snaps.json,metadata,1233,df8c81b966baddcadba9378b9c90832bb953a80d6d45f3bcb849cfd3769920a8,df8c81b966baddcadba9378b9c90832bb953a80d6d45f3bcb849cfd3769920a8
Data/metadata/transport/transport_worldpop_2023.json,metadata,1520,29e09ee13264778d0126cd2ab9014b454911b7323165e48d5a43dd33c0f222f1,29e09ee13264778d0126cd2ab9014b454911b7323165e48d5a43dd33c0f222f1
Data/processed/transport/d_annual_accessibility_1km_aggregation.parquet,processed_results,653589,e2815f83a35a9e0ed32c14b6bd7d413aa7e8798429c50be6c53aff1538dbd6a4,e2815f83a35a9e0ed32c14b6bd7d413aa7e8798429c50be6c53aff1538dbd6a4
Data/processed/transport/d_annual_accessibility_cell.parquet,processed_results,3246890,df0da3738567879256b6314089c6131dc39b2531e484542d20babff7c5c0dc3e,df0da3738567879256b6314089c6131dc39b2531e484542d20babff7c5c0dc3e
Data/processed/transport/d_project_attribution_1km_aggregation.parquet,processed_results,1717798,4439025a40ed900c9a78b924e5c389e23c91f6860d163f0cfd4a98d85b4d2fae,4439025a40ed900c9a78b924e5c389e23c91f6860d163f0cfd4a98d85b4d2fae
